sale_id,sale_date,store_id,product_id,quantity
IS-936482,14-08-2024,ST-72,P-86,4
HR-7159,23-11-2020,ST-22,P-33,7
DZ-34308,31-07-2022,ST-36,P-89,1
KS-31795,12-01-2021,ST-30,P-75,8
RD-4186,29-10-2022,ST-47,P-51,6
UV-27862,28-09-2021,ST-62,P-59,2
OE-16487,25-04-2021,ST-52,P-49,9
EF-701294,15-09-2021,ST-7,P-8,10
EH-35904,10-12-2022,ST-40,P-40,5
ZS-04020,06-01-2021,ST-6,P-62,8
QW-50011,03-04-2022,ST-60,P-31,3
BF-247521,24-06-2021,ST-13,P-54,1
RO-88867,13-05-2023,ST-12,P-67,4
GE-280182,06-02-2022,ST-20,P-74,8
VD-2050,29-09-2023,ST-68,P-18,7
ZG-2024,20-03-2023,ST-16,P-38,6
FW-245806,01-12-2022,ST-37,P-58,8
PL-77265,21-10-2021,ST-60,P-49,5
ED-85688,19-12-2022,ST-15,P-63,9
CQ-423792,05-10-2021,ST-51,P-14,7
MR-892559,09-06-2022,ST-54,P-88,5
XU-65137,10-04-2021,ST-22,P-59,8
EV-636653,07-02-2020,ST-47,P-87,7
XI-336878,25-03-2024,ST-35,P-11,6
TG-8482,28-03-2022,ST-9,P-52,8
TE-31405,07-01-2024,ST-21,P-88,9
RY-655770,19-04-2024,ST-49,P-64,7
VS-6560,01-02-2020,ST-11,P-36,4
CO-23364,11-12-2020,ST-35,P-4,7
JD-4335,22-01-2024,ST-13,P-63,2
HV-28758,25-10-2020,ST-3,P-77,4
NC-053787,06-06-2022,ST-75,P-68,10
BR-39991,14-12-2023,ST-13,P-63,7
WS-474116,27-01-2024,ST-7,P-10,9
AW-592458,21-11-2023,ST-44,P-60,4
ZO-524192,10-10-2022,ST-47,P-21,6
II-6001,10-04-2021,ST-36,P-3,8
MU-13820,10-02-2021,ST-41,P-86,2
AW-4881,05-03-2024,ST-53,P-23,2
PT-3016,20-05-2023,ST-11,P-42,6
FF-582537,23-05-2023,ST-52,P-6,9
ZB-8254,24-07-2020,ST-23,P-49,5
MF-00352,30-12-2023,ST-23,P-16,3
HM-5362,13-05-2021,ST-54,P-63,9
ZM-634511,04-03-2024,ST-3,P-65,4
IK-73614,21-06-2024,ST-47,P-34,7
VP-3327,23-12-2023,ST-69,P-39,4
QG-644108,12-06-2020,ST-26,P-86,5
BP-343398,30-04-2024,ST-74,P-59,10
UI-5542,01-10-2020,ST-51,P-74,8
FQ-80897,16-11-2022,ST-74,P-17,7
FW-6047,10-03-2023,ST-59,P-82,10
BC-651247,14-02-2020,ST-71,P-10,4
XM-8603,29-05-2022,ST-56,P-59,9
KL-799113,11-04-2020,ST-59,P-82,10
LQ-808140,26-02-2020,ST-54,P-61,2
CW-033572,02-11-2021,ST-8,P-80,6
PL-2560,10-02-2021,ST-68,P-3,6
BS-70472,04-01-2022,ST-36,P-19,3
TT-947688,10-01-2022,ST-19,P-69,5
EN-73389,13-08-2020,ST-56,P-58,7
WC-7866,19-10-2023,ST-36,P-3,10
MJ-177559,03-10-2023,ST-62,P-18,5
OS-989436,18-07-2023,ST-48,P-6,2
VQ-886289,14-10-2023,ST-49,P-47,8
VG-25873,09-12-2020,ST-49,P-53,7
RA-2811,23-02-2022,ST-44,P-35,5
TI-6519,12-07-2020,ST-64,P-22,4
PF-2866,27-02-2021,ST-22,P-74,6
ZW-22906,03-10-2023,ST-3,P-70,2
YS-79290,12-05-2023,ST-56,P-17,10
LJ-969540,27-04-2020,ST-58,P-71,10
CD-6995,25-01-2021,ST-20,P-15,1
UU-8078,06-02-2023,ST-35,P-70,2
TA-97183,04-05-2021,ST-44,P-26,10
QO-662631,08-03-2021,ST-4,P-15,2
MO-879998,25-07-2024,ST-5,P-1,1
ZG-8739,02-11-2022,ST-68,P-17,9
MU-119969,31-01-2020,ST-48,P-36,7
NJ-42083,19-05-2020,ST-71,P-41,4
JZ-461331,27-10-2023,ST-25,P-12,9
ZJ-945395,20-12-2022,ST-28,P-8,5
UA-70947,08-01-2021,ST-64,P-25,3
OU-5991,17-10-2020,ST-28,P-88,8
AE-86540,14-09-2022,ST-35,P-76,7
LT-9593,25-05-2023,ST-43,P-11,8
VK-7423,21-09-2022,ST-75,P-65,10
VP-84003,30-01-2020,ST-46,P-63,5
XX-4068,11-02-2020,ST-62,P-50,2
HG-77280,11-10-2023,ST-12,P-44,4
UV-8072,17-04-2024,ST-50,P-6,6
NH-228130,18-03-2024,ST-23,P-86,4
JY-501143,28-06-2020,ST-10,P-31,10
ZE-1115,18-04-2022,ST-48,P-16,7
QV-190194,23-03-2021,ST-43,P-73,3
AU-9873,21-04-2023,ST-42,P-73,9
IP-3893,11-12-2021,ST-8,P-66,1
IR-2886,31-07-2020,ST-55,P-39,1
ZO-3428,09-12-2022,ST-18,P-64,3
OZ-7251,11-09-2023,ST-47,P-50,3
MR-90013,23-11-2021,ST-20,P-22,1
UL-3629,01-05-2022,ST-22,P-19,5
EV-3797,18-04-2021,ST-51,P-88,3
HD-112387,30-05-2020,ST-20,P-79,3
JX-74565,28-02-2021,ST-37,P-86,5
XA-4001,08-07-2020,ST-60,P-71,3
KK-9496,29-11-2023,ST-73,P-53,8
BT-023858,05-07-2022,ST-20,P-74,1
RE-196771,23-10-2021,ST-52,P-47,8
ZN-64718,22-04-2023,ST-16,P-37,7
YK-4952,12-01-2024,ST-15,P-35,1
RP-916571,23-06-2023,ST-75,P-88,2
ZD-455067,20-08-2020,ST-12,P-19,3
LB-8054,11-10-2024,ST-22,P-12,10
AQ-91241,10-01-2023,ST-58,P-84,8
MU-935112,03-06-2024,ST-42,P-72,1
AJ-385253,13-07-2024,ST-24,P-85,10
XX-939944,21-02-2023,ST-17,P-39,1
HY-123083,24-06-2022,ST-9,P-68,5
FF-98559,03-06-2023,ST-1,P-65,9
KW-0453,16-03-2022,ST-10,P-70,1
ZA-8378,14-05-2023,ST-8,P-8,9
WK-45943,11-01-2021,ST-36,P-52,3
JF-91998,21-05-2022,ST-44,P-87,9
UL-49763,10-03-2024,ST-21,P-61,8
CZ-098582,07-08-2024,ST-45,P-31,5
UI-15560,16-02-2022,ST-41,P-22,6
WJ-04354,22-11-2023,ST-28,P-17,3
QP-9881,12-08-2020,ST-48,P-76,2
KA-463895,21-07-2020,ST-74,P-52,8
TB-31115,19-09-2020,ST-52,P-59,10
HJ-5029,16-07-2022,ST-20,P-84,9
SA-6752,11-01-2023,ST-52,P-9,8
JX-231095,23-04-2020,ST-50,P-42,3
OJ-28265,25-01-2022,ST-24,P-79,1
GF-519983,26-10-2020,ST-12,P-54,1
UT-026632,09-07-2024,ST-5,P-56,7
DI-40315,30-08-2021,ST-23,P-53,2
RA-28306,17-09-2021,ST-11,P-33,10
DD-36694,15-05-2021,ST-13,P-63,3
DG-6416,19-12-2020,ST-34,P-59,8
JI-9617,25-08-2020,ST-14,P-20,7
IP-41506,28-04-2022,ST-49,P-56,10
SR-36108,19-09-2024,ST-2,P-44,2
MP-8218,17-06-2024,ST-16,P-35,1
EI-198046,01-01-2022,ST-71,P-5,6
PZ-0973,14-12-2021,ST-31,P-20,6
TA-8917,25-11-2023,ST-3,P-56,9
DD-04667,13-10-2021,ST-23,P-54,9
JJ-01545,06-12-2020,ST-8,P-2,6
RD-12796,07-08-2023,ST-23,P-86,4
IJ-9849,27-10-2024,ST-40,P-52,9
ER-79413,24-09-2023,ST-20,P-73,6
TV-8158,07-05-2023,ST-52,P-47,6
PV-7811,21-10-2023,ST-19,P-82,2
LI-138717,03-03-2023,ST-59,P-66,8
TH-8485,31-08-2023,ST-21,P-84,8
DI-5123,10-01-2022,ST-55,P-79,3
PR-75791,08-04-2024,ST-28,P-5,10
QQ-4078,11-08-2020,ST-54,P-89,9
SJ-1233,10-04-2023,ST-53,P-85,7
TC-5655,25-12-2023,ST-7,P-54,4
GL-833373,09-03-2020,ST-47,P-62,3
PX-399358,18-09-2024,ST-57,P-55,4
NO-819140,01-04-2024,ST-5,P-84,8
PQ-311007,05-07-2023,ST-14,P-81,7
FV-837881,11-12-2023,ST-29,P-80,4
MZ-70510,24-04-2024,ST-49,P-54,1
ND-73590,29-04-2022,ST-44,P-74,9
SW-3419,13-09-2021,ST-25,P-55,4
OL-86470,27-03-2022,ST-22,P-74,9
ZU-83425,08-01-2024,ST-73,P-68,5
BM-455885,24-03-2024,ST-12,P-87,9
TP-54896,14-04-2024,ST-48,P-83,2
CL-512217,23-01-2022,ST-72,P-74,5
JU-40851,07-04-2021,ST-50,P-16,9
YR-4454,10-09-2020,ST-16,P-52,10
SF-672139,07-06-2023,ST-43,P-87,5
DD-507560,27-04-2022,ST-7,P-54,9
TS-30330,02-10-2020,ST-66,P-36,6
LV-451858,18-05-2021,ST-29,P-51,3
UG-48483,30-08-2023,ST-50,P-38,7
WJ-210680,21-01-2024,ST-4,P-42,3
XT-5864,05-07-2020,ST-63,P-72,7
US-21019,26-03-2020,ST-5,P-13,5
OA-5240,16-03-2024,ST-55,P-52,8
GK-492709,23-11-2023,ST-9,P-28,7
VO-0566,21-12-2023,ST-72,P-40,2
EJ-447175,05-05-2021,ST-4,P-70,6
LZ-45900,21-06-2020,ST-2,P-46,9
TR-532789,14-09-2024,ST-67,P-37,8
EN-8976,19-03-2021,ST-44,P-64,10
MC-17143,07-11-2022,ST-3,P-7,3
DS-71471,13-08-2023,ST-36,P-17,7
WD-318834,12-04-2024,ST-66,P-23,5
UG-601900,29-05-2024,ST-69,P-78,1
TC-25611,14-04-2024,ST-29,P-16,4
ZC-704603,22-06-2023,ST-45,P-57,4
MP-82842,03-04-2023,ST-75,P-84,10
UQ-68929,07-03-2022,ST-43,P-2,5
CB-770680,30-01-2022,ST-71,P-66,4
KX-162452,10-11-2022,ST-71,P-58,10
OX-10145,20-05-2021,ST-9,P-61,3
AN-20732,30-12-2022,ST-40,P-51,1
PX-4525,01-10-2022,ST-15,P-85,2
GD-68203,13-06-2023,ST-4,P-73,2
NL-06333,21-05-2024,ST-23,P-61,5
HY-74395,13-05-2023,ST-20,P-68,8
OB-830037,18-02-2020,ST-11,P-43,8
HU-4436,11-02-2023,ST-43,P-70,4
FS-12730,04-11-2022,ST-67,P-85,9
IJ-14443,22-09-2023,ST-17,P-35,6
KN-1539,12-03-2021,ST-41,P-57,9
UW-8715,16-01-2022,ST-54,P-8,3
AC-308675,11-10-2022,ST-56,P-6,9
XJ-42242,06-12-2020,ST-9,P-58,2
ZF-8810,10-12-2021,ST-38,P-85,8
VN-9785,25-05-2022,ST-2,P-21,3
LH-39740,27-10-2022,ST-61,P-27,5
DT-33472,05-07-2023,ST-42,P-45,10
RT-45155,06-07-2023,ST-2,P-30,3
NM-079724,17-03-2022,ST-34,P-35,8
RY-441712,06-11-2022,ST-14,P-61,10
PC-7882,17-02-2020,ST-23,P-76,5
YJ-162161,09-01-2024,ST-23,P-84,9
GG-48876,04-02-2023,ST-69,P-24,7
UV-8775,01-10-2023,ST-11,P-31,4
WN-0737,18-03-2022,ST-5,P-22,5
TB-94546,03-03-2023,ST-11,P-72,3
FE-644256,02-05-2023,ST-63,P-50,5
TU-930080,21-09-2024,ST-41,P-38,3
ZM-04485,22-09-2021,ST-26,P-25,5
CX-132908,12-01-2020,ST-70,P-47,9
QQ-0904,15-08-2022,ST-13,P-64,8
MI-6800,23-03-2023,ST-1,P-57,2
GC-69514,23-11-2022,ST-31,P-13,10
JO-974313,22-01-2023,ST-68,P-3,8
IC-156605,11-07-2020,ST-30,P-36,3
EC-00899,05-04-2022,ST-65,P-85,6
TP-81113,22-02-2024,ST-29,P-85,6
QN-21983,16-04-2024,ST-32,P-22,6
EF-66062,03-11-2024,ST-23,P-81,3
TO-963085,25-07-2020,ST-59,P-2,1
TL-21431,06-11-2024,ST-15,P-10,2
ST-58739,14-08-2022,ST-58,P-40,1
KB-5630,14-04-2020,ST-24,P-43,3
BW-5533,19-12-2023,ST-2,P-63,9
OF-28296,20-03-2023,ST-38,P-88,5
QD-5899,09-06-2022,ST-49,P-6,10
SU-387015,19-08-2021,ST-71,P-47,1
LY-9353,26-09-2024,ST-66,P-79,6
NJ-775054,04-11-2021,ST-65,P-78,10
AZ-3063,10-09-2021,ST-59,P-48,2
BX-39594,23-10-2024,ST-48,P-57,4
PL-9984,22-11-2023,ST-8,P-50,3
MQ-08898,08-11-2021,ST-46,P-19,10
GS-670701,12-05-2022,ST-21,P-7,7
QV-68053,30-11-2021,ST-39,P-73,7
BM-5603,13-08-2024,ST-5,P-11,7
IV-0256,30-03-2024,ST-51,P-12,10
IQ-97811,14-06-2024,ST-68,P-82,5
MX-1122,29-09-2020,ST-45,P-47,3
OO-15215,23-05-2020,ST-54,P-23,2
QC-13415,22-12-2020,ST-63,P-43,3
XK-3421,02-07-2023,ST-35,P-63,1
EH-81858,17-02-2022,ST-62,P-70,4
RL-934837,27-03-2024,ST-10,P-23,1
GB-66084,04-05-2023,ST-62,P-83,4
KE-75419,02-07-2022,ST-72,P-57,1
UA-0064,20-03-2021,ST-60,P-14,8
WM-023948,18-10-2020,ST-64,P-87,10
GA-2780,30-04-2020,ST-22,P-41,1
MI-54830,30-06-2021,ST-25,P-54,5
LZ-55667,30-06-2021,ST-23,P-83,4
RP-408377,08-06-2021,ST-46,P-75,1
LH-4845,02-03-2024,ST-65,P-9,3
QQ-62442,04-05-2023,ST-12,P-4,1
XI-590080,08-09-2023,ST-21,P-74,2
BY-189641,11-01-2022,ST-16,P-58,2
BA-6022,23-02-2022,ST-65,P-18,6
VM-213578,14-09-2023,ST-44,P-1,6
ND-955740,29-12-2023,ST-24,P-59,5
OG-423154,27-03-2022,ST-45,P-43,1
FX-89935,24-01-2023,ST-26,P-81,1
DD-7604,22-04-2020,ST-16,P-62,9
DR-5274,13-08-2023,ST-7,P-50,2
CJ-9614,30-12-2023,ST-53,P-26,2
ZJ-5588,04-05-2024,ST-33,P-22,7
XE-667124,08-12-2021,ST-5,P-76,3
LV-82019,14-03-2024,ST-32,P-28,10
HC-25398,06-04-2020,ST-52,P-68,10
PC-17360,12-04-2021,ST-40,P-76,7
UH-1559,30-07-2023,ST-40,P-80,10
ED-75719,06-04-2022,ST-12,P-85,8
GE-644678,10-05-2021,ST-57,P-55,9
OA-39678,19-05-2020,ST-55,P-76,6
OE-86327,22-02-2022,ST-67,P-74,9
HN-159720,20-10-2023,ST-25,P-6,9
SK-39121,15-08-2020,ST-70,P-76,8
KE-077338,25-09-2022,ST-73,P-14,5
TL-42981,02-10-2023,ST-11,P-29,9
OU-1258,10-01-2023,ST-57,P-27,10
EY-50318,27-09-2021,ST-10,P-27,9
TI-45234,29-09-2020,ST-32,P-4,3
NE-32755,29-07-2021,ST-21,P-26,3
KE-9627,16-01-2020,ST-13,P-2,4
LO-743043,18-02-2021,ST-31,P-43,10
KT-439116,25-01-2022,ST-58,P-35,2
AI-968836,28-02-2023,ST-13,P-28,5
TU-6611,22-02-2023,ST-32,P-57,8
IW-020022,29-08-2021,ST-60,P-22,5
EX-2226,20-12-2022,ST-50,P-35,1
QA-393988,21-03-2022,ST-55,P-2,9
AA-80848,29-03-2022,ST-19,P-54,10
OZ-099821,24-03-2024,ST-14,P-61,10
JJ-0541,29-07-2022,ST-45,P-41,9
WA-7352,29-12-2021,ST-36,P-83,1
FT-75655,07-07-2021,ST-67,P-64,6
BS-140004,23-02-2022,ST-32,P-11,3
YL-41254,28-03-2021,ST-9,P-48,7
QM-7391,10-04-2020,ST-23,P-45,5
BV-2634,13-09-2023,ST-9,P-10,2
DH-5546,18-03-2023,ST-23,P-4,2
JN-635067,18-08-2023,ST-23,P-88,7
YB-5426,09-03-2020,ST-50,P-62,1
VO-9323,28-09-2024,ST-23,P-31,1
WJ-3280,28-04-2020,ST-7,P-10,2
YL-582981,13-03-2023,ST-50,P-35,10
WN-78258,22-01-2024,ST-5,P-79,2
NH-96762,16-03-2024,ST-25,P-12,7
KW-27767,22-10-2024,ST-54,P-4,3
ZL-5877,23-12-2020,ST-26,P-38,4
CO-5070,22-04-2022,ST-20,P-52,4
FX-255678,10-10-2024,ST-66,P-12,3
EO-36412,29-03-2021,ST-50,P-79,3
YA-08127,01-05-2020,ST-50,P-2,8
TB-4782,22-10-2024,ST-39,P-38,5
AW-55983,31-07-2022,ST-70,P-89,7
CP-527978,16-11-2021,ST-12,P-68,3
QL-7957,29-07-2023,ST-28,P-74,6
NU-1943,18-11-2021,ST-11,P-71,8
TU-1890,21-06-2023,ST-29,P-17,4
IL-4929,24-11-2020,ST-68,P-85,8
BS-0525,26-12-2023,ST-13,P-72,10
IB-8977,12-07-2024,ST-67,P-28,9
DJ-137118,12-04-2024,ST-39,P-6,4
SX-94008,06-07-2024,ST-24,P-30,8
NU-99484,18-07-2021,ST-10,P-39,6
NW-374189,12-11-2024,ST-37,P-75,10
AF-3157,22-12-2021,ST-61,P-80,1
JO-62770,07-12-2023,ST-70,P-68,6
OH-53952,18-08-2020,ST-65,P-33,1
JO-926767,05-01-2020,ST-66,P-14,6
FK-33313,05-06-2024,ST-23,P-81,3
OJ-60503,26-10-2021,ST-50,P-21,10
TV-840276,17-02-2024,ST-14,P-2,1
YY-0161,30-08-2021,ST-61,P-21,6
ZB-321280,07-10-2021,ST-18,P-46,10
QA-3063,04-08-2023,ST-12,P-75,4
JP-603014,28-01-2020,ST-59,P-55,8
QK-604724,05-04-2023,ST-17,P-37,8
DO-66504,18-11-2022,ST-6,P-78,6
DE-23020,15-09-2021,ST-4,P-19,10
YE-75941,10-02-2020,ST-59,P-44,2
KE-213453,30-08-2023,ST-64,P-83,1
IV-59104,11-05-2023,ST-29,P-18,7
XI-7688,01-07-2023,ST-45,P-35,5
NU-855043,10-03-2023,ST-4,P-34,3
UM-8553,28-01-2023,ST-32,P-79,6
IN-2137,01-05-2022,ST-44,P-46,8
PH-575001,01-03-2021,ST-12,P-65,7
EK-774403,23-11-2020,ST-3,P-52,9
RR-2095,25-10-2022,ST-69,P-30,2
JJ-53324,03-10-2023,ST-50,P-41,6
PU-27977,07-04-2023,ST-75,P-34,4
HQ-5299,31-07-2022,ST-60,P-83,3
PU-850754,02-05-2020,ST-11,P-51,5
OT-016277,05-04-2020,ST-53,P-16,2
JJ-01760,04-06-2024,ST-18,P-14,2
NZ-05860,20-04-2022,ST-14,P-62,1
UQ-2930,02-10-2020,ST-7,P-25,6
ZK-0840,27-10-2021,ST-28,P-1,2
BT-04940,16-11-2022,ST-68,P-35,4
OM-3540,03-10-2024,ST-27,P-19,5
XP-2916,28-07-2024,ST-37,P-1,6
MN-9464,11-10-2021,ST-51,P-67,1
EX-4299,16-08-2020,ST-1,P-82,8
LB-88217,23-05-2021,ST-66,P-65,4
RE-4903,01-07-2021,ST-71,P-42,10
QO-44119,22-01-2021,ST-26,P-37,1
SO-740399,20-02-2020,ST-38,P-76,7
CQ-9094,20-07-2023,ST-34,P-88,9
HI-904458,17-11-2023,ST-45,P-66,6
LJ-349688,08-09-2021,ST-5,P-36,7
IW-1942,04-05-2022,ST-41,P-35,3
KJ-5396,28-05-2023,ST-24,P-9,7
JY-825616,11-05-2021,ST-57,P-61,7
HG-4552,05-10-2020,ST-34,P-82,2
UB-0636,27-11-2020,ST-60,P-70,9
JO-628338,27-08-2020,ST-38,P-70,8
KY-5322,26-07-2022,ST-64,P-52,10
AG-7011,01-05-2020,ST-23,P-21,2
WZ-8898,16-01-2024,ST-38,P-83,5
DU-59114,27-04-2023,ST-59,P-5,10
GW-814907,20-06-2021,ST-71,P-16,3
CH-469998,13-05-2024,ST-4,P-35,2
KU-32215,04-09-2024,ST-60,P-17,6
SW-1313,02-06-2022,ST-68,P-81,9
LE-48784,21-08-2024,ST-14,P-68,10
GG-2918,17-07-2023,ST-21,P-5,9
MQ-53475,27-07-2021,ST-56,P-87,3
GJ-520551,23-09-2024,ST-57,P-51,1
LW-94639,27-03-2022,ST-21,P-10,10
UC-6998,19-04-2020,ST-74,P-46,7
AD-02256,17-03-2024,ST-74,P-12,9
CM-14848,26-07-2023,ST-5,P-22,2
RN-52076,05-05-2022,ST-17,P-71,5
QW-78764,26-12-2023,ST-71,P-3,7
HR-47728,04-05-2022,ST-38,P-79,3
CD-41382,09-11-2024,ST-12,P-34,6
UR-9983,11-08-2020,ST-16,P-77,1
TA-03994,12-08-2021,ST-59,P-44,3
JE-669624,11-02-2024,ST-32,P-73,9
NR-758612,23-09-2022,ST-65,P-76,3
IN-24985,27-05-2022,ST-61,P-58,2
EA-465394,13-07-2024,ST-69,P-62,7
GS-0721,02-04-2022,ST-55,P-70,2
BO-063241,22-02-2021,ST-68,P-84,8
FD-781388,15-02-2021,ST-22,P-51,1
OB-2408,15-02-2023,ST-23,P-60,4
RH-48724,24-03-2023,ST-57,P-74,10
OR-37995,17-07-2020,ST-73,P-20,7
SE-0377,23-08-2024,ST-71,P-23,6
CH-1291,04-04-2023,ST-60,P-65,2
YF-36563,28-09-2021,ST-54,P-46,2
NE-610344,29-06-2020,ST-47,P-9,5
JV-3541,08-05-2022,ST-32,P-14,1
SO-6633,19-01-2023,ST-60,P-28,5
BD-60123,09-04-2022,ST-45,P-52,8
CL-1897,18-02-2022,ST-67,P-62,10
MK-3348,15-09-2023,ST-16,P-61,8
PP-675300,08-10-2020,ST-38,P-30,10
VJ-5930,23-01-2023,ST-9,P-5,5
AA-327558,04-02-2021,ST-42,P-18,6
KE-349501,14-02-2020,ST-8,P-68,3
LW-972681,20-07-2023,ST-7,P-2,6
GL-28478,04-03-2021,ST-44,P-50,4
HP-92756,07-01-2023,ST-58,P-27,7
PW-181544,20-02-2020,ST-11,P-10,2
WN-114359,14-11-2022,ST-44,P-38,2
ZH-9259,07-02-2020,ST-2,P-71,6
QG-1516,21-12-2020,ST-7,P-59,6
DE-890620,20-06-2020,ST-31,P-40,10
AQ-6416,07-07-2023,ST-61,P-89,2
WG-5510,31-10-2021,ST-30,P-57,8
MP-9615,30-07-2024,ST-72,P-79,5
LQ-8024,12-06-2024,ST-47,P-20,10
AC-259324,17-08-2022,ST-11,P-2,6
TZ-101255,05-04-2022,ST-66,P-22,3
KX-3506,18-01-2024,ST-7,P-59,1
JZ-43175,02-05-2021,ST-46,P-49,9
BJ-6054,24-05-2022,ST-69,P-54,9
BM-5587,15-02-2023,ST-26,P-35,4
JO-9312,30-03-2023,ST-30,P-68,1
MO-151259,13-04-2021,ST-2,P-74,9
YT-56458,13-02-2020,ST-26,P-36,4
VG-768821,02-11-2022,ST-17,P-1,6
ZO-7178,06-10-2023,ST-74,P-49,2
MH-114611,30-06-2023,ST-13,P-60,8
TO-05900,29-07-2020,ST-6,P-21,10
NB-620121,25-12-2023,ST-42,P-42,1
SR-487023,03-07-2020,ST-67,P-5,1
GB-1305,02-01-2021,ST-1,P-2,4
KB-0979,06-02-2022,ST-43,P-6,9
NF-753190,13-05-2020,ST-1,P-16,7
RJ-782022,21-03-2021,ST-54,P-38,4
PY-601451,24-02-2022,ST-6,P-58,1
JC-2514,11-02-2020,ST-32,P-62,1
DQ-95996,04-01-2020,ST-28,P-10,9
AO-987603,19-01-2024,ST-29,P-7,5
ZH-321346,16-08-2024,ST-28,P-17,10
DO-96235,21-06-2023,ST-45,P-8,1
SH-82251,17-08-2024,ST-59,P-35,5
FE-8106,06-05-2022,ST-58,P-83,4
KY-5375,19-09-2021,ST-29,P-31,7
UQ-33803,12-11-2020,ST-12,P-10,1
LI-059330,01-02-2021,ST-34,P-1,6
RL-50683,11-11-2023,ST-37,P-3,1
GJ-023056,10-03-2023,ST-26,P-80,9
PG-10483,09-09-2022,ST-44,P-8,7
VH-8218,01-03-2020,ST-47,P-70,5
WB-6353,11-01-2023,ST-37,P-66,8
NK-7174,06-10-2021,ST-69,P-12,4
PB-6627,27-08-2022,ST-61,P-36,10
CF-80744,06-01-2024,ST-52,P-59,1
NZ-7291,20-03-2023,ST-21,P-75,6
AS-398508,09-03-2020,ST-34,P-15,8
VQ-80630,25-05-2021,ST-60,P-20,1
IX-531564,24-01-2020,ST-5,P-5,8
HD-118788,06-08-2020,ST-3,P-44,7
MB-009528,19-01-2022,ST-9,P-22,1
VO-472201,14-12-2022,ST-1,P-38,2
XM-8254,12-07-2021,ST-12,P-73,6
FN-508118,07-08-2022,ST-29,P-67,2
FY-19477,24-07-2023,ST-39,P-48,10
KH-03481,03-03-2022,ST-19,P-19,10
UI-9744,19-04-2021,ST-24,P-79,4
LI-93652,12-06-2023,ST-49,P-24,5
UV-9142,03-02-2020,ST-9,P-89,9
HM-9373,13-06-2021,ST-48,P-28,10
RM-5533,21-10-2024,ST-37,P-59,6
II-95113,11-06-2024,ST-14,P-83,4
TK-91698,20-10-2021,ST-70,P-7,1
BV-5950,14-08-2021,ST-25,P-14,6
KF-543306,03-08-2023,ST-26,P-60,7
PP-7575,24-06-2023,ST-12,P-65,1
LB-17859,14-12-2021,ST-35,P-40,7
YV-4188,17-09-2022,ST-21,P-22,4
CQ-7164,26-03-2020,ST-1,P-45,1
CG-0101,30-08-2022,ST-54,P-18,6
XR-836122,09-11-2020,ST-43,P-34,4
RG-56177,09-02-2024,ST-27,P-70,2
CN-44138,11-02-2023,ST-26,P-81,1
IY-65048,04-03-2021,ST-59,P-65,3
FL-5633,16-05-2020,ST-74,P-34,6
QJ-9718,28-05-2023,ST-59,P-65,3
LP-93149,24-05-2024,ST-51,P-25,2
HQ-89123,14-07-2023,ST-60,P-9,2
XS-966537,03-06-2022,ST-71,P-87,8
KO-34185,29-07-2023,ST-30,P-5,10
XG-07666,19-05-2023,ST-66,P-64,10
XE-18216,28-08-2023,ST-21,P-42,7
ZC-7445,03-11-2024,ST-48,P-5,8
FL-92838,16-03-2020,ST-72,P-11,3
VU-69747,30-12-2020,ST-39,P-49,10
XH-1390,20-05-2021,ST-34,P-73,7
ED-619966,13-02-2021,ST-30,P-61,8
DL-856015,07-04-2023,ST-71,P-69,9
RD-436752,19-07-2020,ST-4,P-7,9
TT-5330,06-05-2021,ST-75,P-84,3
PE-092149,28-04-2020,ST-47,P-24,9
CJ-12502,10-12-2022,ST-65,P-45,4
WG-177737,18-11-2021,ST-43,P-57,9
TL-142432,22-05-2023,ST-66,P-49,2
VO-916842,16-02-2020,ST-51,P-72,7
BN-69647,24-01-2021,ST-8,P-31,6
GF-39177,30-01-2022,ST-47,P-77,3
NY-1380,09-05-2024,ST-49,P-25,1
FP-3763,15-07-2022,ST-45,P-28,4
LS-738637,14-01-2020,ST-24,P-34,8
QO-11647,02-11-2022,ST-39,P-89,3
DF-11978,12-03-2023,ST-32,P-3,7
ZB-53272,20-01-2024,ST-34,P-85,8
PX-1704,20-05-2023,ST-23,P-47,9
YS-9973,31-05-2022,ST-72,P-6,2
ST-978259,21-04-2023,ST-50,P-64,3
DS-717729,22-01-2023,ST-31,P-5,7
BH-3767,04-04-2024,ST-33,P-40,5
CP-1190,22-10-2024,ST-49,P-32,10
RM-547057,13-07-2021,ST-58,P-23,1
DD-24236,20-10-2022,ST-13,P-33,6
OD-65167,04-04-2024,ST-54,P-35,8
OD-39274,18-08-2021,ST-61,P-54,3
KV-622592,11-05-2024,ST-60,P-21,1
FK-5489,16-05-2024,ST-20,P-77,3
OR-9840,21-02-2020,ST-2,P-11,10
RY-900564,10-05-2022,ST-21,P-25,5
IX-719877,05-05-2021,ST-24,P-53,6
DI-07150,23-03-2024,ST-5,P-24,7
WG-444835,04-11-2024,ST-22,P-65,5
PR-9754,30-12-2021,ST-9,P-42,8
EJ-5510,01-02-2020,ST-14,P-29,2
CC-330895,14-04-2020,ST-62,P-4,3
ZN-240007,13-07-2022,ST-49,P-38,2
NE-851028,27-12-2020,ST-5,P-1,3
VC-28772,29-12-2020,ST-67,P-39,7
DT-434238,21-10-2021,ST-27,P-30,5
RP-56575,19-01-2022,ST-62,P-57,6
